"BenSampID","StationID","CollDate","StreamName","Basin","Subecoregion","CollMeth","Location","Sample Season","RepNum","FamTotTaxa","FamEPTTax","%Ephem","%PT - Hydropsychidae","Fam%Scrap","%Chiro","Fam%2Dom","FamHBI","%Ephem Score","%PT-H Score","%Chironomidae Score","Fam Richness Score","Fam EPT Score","Fam %Scraper Score","Fam %2Dom Score","Fam %MFBI Score","Fam SCI","Season","Year","Target_Count","method","limit","EcoregionCode","TotTaxa","HBI","EPTTax","%5Dom","%ClngP-HS","Richness Score","RichnessFinal","HBIScore","HBIFinal","EPT Score","EPTFinal","EPHEM","PT-H","Pct5DOM","PctClng-HS","CPMI63+CHOWAN","%Scrap","%Intoler","PctScrap","PctIntol","CPMI65-CHOWAN","ID","IRYear","CollectorID","Region","EcoRegion","County","AssessmentMethod","Reviewer","SeasonalDifferences","SummaryAssessment","FactorsWatershed","RecentChange","FinalAssessmentRating"
"mdl9735R110","1BMDL026.58",2017-05-01,"Middle River","Potomac-Shenandoah River","Northern Shale Valleys (67b)","Riffle","500m downstream of Lewis Creek","Spring 2017",1,12,7,15.45,14.5,67.27,8.18,53.64,3.8,25.21,40.86,91.82,54.55,63.64,100,67,91.18,66.78,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mdl9736R110","1BMDL026.58",2017-05-01,"Middle River","Potomac-Shenandoah River","Northern Shale Valleys (67b)","Riffle","500m downstream of Lewis Creek","Spring 2017",2,13,7,20,11.8,60,14.55,50,4.05,32.63,33.2,85.45,59.09,63.64,100,72.25,87.57,66.73,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NFS11110R110","1BNFS096.53",2018-06-18,"NF Shenandoah River","Potomac - Shenandoah","Northern Shale Valleys (67b)","Riffle","Off Rt. 815 (Hollow Rd.)","Spring 2018",1,15,8,25.45,10.9,27.27,29.09,52.73,4.28,41.52,30.64,70.91,68.18,72.73,52.85,68.31,84.09,61.16,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pdy9740R110","1BPDY002.35",2017-04-18,"Paddy Run",NA,"Northern Shale Valleys (67b)","Riffle","u.s. Co. Rt. 600","Spring 2017",1,19,12,51.82,15.5,12.73,17.27,45.45,3.93,84.53,43.41,82.73,86.36,100,24.67,78.82,89.3,73.73,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pdy10310R110","1BPDY002.35",2017-11-02,"Paddy Run",NA,"Northern Shale Valleys (67b)","Riffle","u.s. Co. Rt. 600","Fall 2017",1,20,13,49.09,20.9,23.64,4.55,41.82,3.34,80.08,58.73,95.45,90.91,100,45.81,84.08,97.99,81.63,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mre9854R110","2AMRE000.68",2017-05-17,"Mare Run",NA,"Northern Shale Valleys (67b)","Riffle","McWilliams property","Spring 2017",1,16,11,56.36,20,10,17.27,38.18,3.58,91.95,56.18,82.73,72.73,100,19.38,89.33,94.39,75.83,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mre10403R110","2AMRE000.68",2017-10-05,"Mare Run",NA,"Northern Shale Valleys (67b)","Riffle","McWilliams property","Fall 2017",1,21,14,29.09,34.5,10,9.09,29.09,3.25,47.46,97.04,90.91,95.45,100,19.38,100,99.33,81.2,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRG9006R110","2-CRG028.87",2016-04-20,"Craig Creek","James","Northern Shale Valleys (67b)","Riffle","Upstr of Slippery Ford","Spring 2016",1,19,9,20.91,16.4,69.09,6.36,57.27,3.8,34.11,45.97,93.64,86.36,81.82,100,61.74,91.23,74.36,"Spring",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRG9381R110","2-CRG028.87",2016-09-01,"Craig Creek","James","Northern Shale Valleys (67b)","Riffle","Upstr of Slippery Ford","Fall 2016",1,17,9,13.64,7.3,61.82,4.55,59.09,4.24,22.25,20.43,95.45,77.27,81.82,100,59.12,84.73,67.63,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwp10272R110","2-CWP056.96",2017-09-13,"Cowpasture River","James","Northern Shale Valleys (67b)","Riffle","d.s  Co. Rt. 678","Fall 2017",1,14,8,66.36,1.8,45.45,5.45,48.18,3.94,100,5.11,94.55,63.64,72.73,88.09,74.88,89.17,73.52,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CWP11118R110","2-CWP056.96",2018-04-03,"Cowpasture River","James","Northern Shale Valleys (67b)","Riffle","d.s  Co. Rt. 678","Spring 2018",1,16,10,57.27,6.4,14.55,13.64,35.45,4.49,93.43,17.88,86.36,72.73,90.91,28.19,93.27,81.02,70.47,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwp11472R110","2-CWP056.96",2018-10-29,"Cowpasture River","James","Northern Shale Valleys (67b)","Riffle","d.s  Co. Rt. 678","Fall 2018",1,15,8,41.82,7.3,36.36,14.55,35.45,4.35,68.22,20.43,85.45,68.18,72.73,70.47,93.27,83.02,70.22,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwp10273R110","2-CWP058.66",2017-09-13,"Cowpasture River","James","Northern Shale Valleys (67b)","Riffle","d.s. Co. Rt. 627","Fall 2017",1,11,8,70.91,5.5,36.36,1.82,53.64,3.75,100,15.32,98.18,50,72.73,70.47,67,91.98,70.71,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CWP11119R110","2-CWP058.66",2018-04-03,"Cowpasture River","James","Northern Shale Valleys (67b)","Riffle","d.s. Co. Rt. 627","Spring 2018",1,13,8,37.27,3.6,9.09,31.82,53.64,5.02,60.8,10.21,68.18,59.09,72.73,17.62,67,73.26,53.61,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwp11473R110","2-CWP058.66",2018-10-29,"Cowpasture River","James","Northern Shale Valleys (67b)","Riffle","d.s. Co. Rt. 627","Fall 2018",1,11,6,47.27,0.9,39.09,12.73,39.09,4.27,77.12,2.55,87.27,50,54.55,75.76,88.02,84.22,64.94,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ram10270R110","2-RAM000.26",2017-10-26,"Ramseys Draft","James","Northern Shale Valleys (67b)","Riffle","d.s. Co. Rt. 629 bridge","Fall 2017",1,21,12,65.45,12.7,29.09,0,50,3.41,100,35.75,100,95.45,100,56.38,72.25,96.95,82.1,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ram11124R110","2-RAM000.26",2018-04-02,"Ramseys Draft","James","Northern Shale Valleys (67b)","Riffle","d.s. Co. Rt. 629 bridge","Spring 2018",1,16,12,60.91,12.7,8.18,4.55,60.91,4.09,99.36,35.75,95.45,72.73,100,15.86,56.49,86.9,70.32,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ram11474R110","2-RAM000.26",2018-10-25,"Ramseys Draft","James","Northern Shale Valleys (67b)","Riffle","d.s. Co. Rt. 629 bridge","Fall 2018",1,16,11,36.36,29.1,13.64,8.18,30,3.76,59.32,81.72,91.82,72.73,100,26.43,100,91.71,77.97,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ram10271R110","2-RAM002.89",2017-10-26,"Ramseys Draft","James","Northern Shale Valleys (67b)","Riffle","u.s. Co. Rt. 716 bridge","Fall 2017",1,19,9,30.91,24.5,15.45,6.36,37.27,3.29,50.42,68.95,93.64,86.36,81.82,29.95,90.65,98.72,75.06,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ram11125R110","2-RAM002.89",2018-04-02,"Ramseys Draft","James","Northern Shale Valleys (67b)","Riffle","u.s. Co. Rt. 716 bridge","Spring 2018",1,15,10,23.64,16.4,0.91,11.82,63.64,4.65,38.56,45.97,88.18,68.18,90.91,1.76,52.55,78.61,58.09,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ram11475R110","2-RAM002.89",2018-10-25,"Ramseys Draft","James","Northern Shale Valleys (67b)","Riffle","u.s. Co. Rt. 716 bridge","Fall 2018",1,17,14,35.45,42.7,6.36,5.45,30,3.12,57.84,100,94.55,77.27,100,12.33,100,100,80.25,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSH11139R110","2BMSH000.10",2018-10-24,"Marsh Run","James River","Piedmont Uplands (64c)","Riffle","Rt. 641","Fall 2018",1,8,5,6.36,26.4,2.73,6.36,77.27,5.05,10.38,74.06,93.64,36.36,45.45,5.29,32.84,72.86,46.36,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAZ9691R110","3-HAZ013.17",2017-03-21,"Hazel River","Rappahannock","Piedmont Uplands (64c)","MACS","0.06 miles downstream from Rt. 640","Spring 2017",1,12,9,40.91,29.1,13.64,11.82,41.82,3.93,66.74,81.72,88.18,54.55,81.82,26.43,84.08,89.3,71.6,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAZ10209R110","3-HAZ013.17",2017-10-02,"Hazel River","Rappahannock","Piedmont Uplands (64c)","MACS","0.06 miles downstream from Rt. 640","Fall 2017",1,14,8,16.36,10,16.36,46.36,60.91,5.01,26.69,28.09,53.64,63.64,72.73,31.71,56.49,73.4,50.8,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAZ10210R110","3-HAZ032.54",2017-10-18,"Hazel River","Rappahannock River","Piedmont Uplands (64c)","MACS","Rt. 644","Fall 2017",1,13,9,23.64,9.1,20.91,28.18,50.91,4.85,38.56,25.54,71.82,59.09,81.82,40.52,70.94,75.67,57.99,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THO9869R110","3-THO000.08",2017-03-21,"Thornton River","Rappahannock River","Piedmont Uplands (64c)","MACS","Off Rt. 628","Spring 2017",1,17,10,40.91,18.2,25.45,12.73,38.18,4.41,66.74,51.07,87.27,77.27,90.91,49.33,89.33,82.22,74.27,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THO10487R110","3-THO000.08",2017-11-02,"Thornton River","Rappahannock River","Piedmont Uplands (64c)","MACS","Off Rt. 628","Fall 2017",1,18,10,40.91,24.5,55.45,6.36,52.73,4.39,66.74,68.95,93.64,81.82,90.91,100,68.31,82.49,81.61,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX9659R110","1ACAX008.61",2017-03-13,"Catoctin Creek","Potomac","Piedmont Uplands (64c)","Riffle","Featherbed Ln., Lovettsville, VA","Spring 2017",1,14,8,8.18,16.4,21.82,27.27,46.36,4.89,13.35,45.97,72.73,63.64,72.73,42.28,77.51,75.13,57.92,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX10190R110","1ACAX008.61",2017-09-11,"Catoctin Creek","Potomac","Piedmont Uplands (64c)","Riffle","Featherbed Ln., Lovettsville, VA","Fall 2017",1,12,6,33.64,0.9,31.82,21.82,48.18,4.38,54.87,2.55,78.18,54.55,54.55,61.66,74.88,82.62,57.98,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX11049R110","1ACAX008.61",2018-03-25,"Catoctin Creek","Potomac","Piedmont Uplands (64c)","Riffle","Featherbed Ln., Lovettsville, VA","Spring 2018",1,12,7,10.91,12.7,3.64,40,62.73,5.07,17.8,35.75,60,54.55,63.64,7.05,53.86,72.46,45.64,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX11709R110","1ACAX008.61",2018-10-24,"Catoctin Creek","Potomac","Piedmont Uplands (64c)","Riffle","Featherbed Ln., Lovettsville, VA","Fall 2018",1,15,7,20.91,9.1,20.91,11.82,40,4.86,34.11,25.54,88.18,68.18,63.64,40.52,86.71,75.53,60.3,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRA9661R110","1ACRA007.81",2017-03-20,"Crooked Run","Potomac","Piedmont Uplands (64c)","Riffle","Rt. 688 (Leeds Manor Rd.)","Spring 2017",1,14,11,51.82,35.5,17.27,4.55,62.73,3.4,84.53,99.59,95.45,63.64,100,33.47,53.86,97.06,78.45,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRA10192R110","1ACRA007.81",2017-11-27,"Crooked Run","Potomac","Piedmont Uplands (64c)","Riffle","Rt. 688 (Leeds Manor Rd.)","Fall 2017",1,15,10,22.73,21.8,14.55,25.45,49.09,4.65,37.08,61.29,74.55,68.18,90.91,28.19,73.57,78.74,64.06,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLL11056R110","1AFLL000.88",2018-03-06,"Flatlick Branch","Potomac","Piedmont Uplands (64c)","Riffle","Rt. 620 (Braddock Rd)","Spring 2018",1,8,1,0,0,1.82,65.45,85.45,6.17,0,0,34.55,36.36,9.09,3.52,21.02,56.28,20.1,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLL11718R110","1AFLL000.88",2018-10-09,"Flatlick Branch","Potomac","Piedmont Uplands (64c)","Riffle","Rt. 620 (Braddock Rd)","Fall 2018",1,8,1,0,0,3.64,45.45,83.64,5.95,0,0,54.55,36.36,9.09,7.05,23.65,59.63,23.79,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOR9666R110","1AHOR005.48",2017-03-13,"Holmes Run","Potomac River","Piedmont Uplands (64c)","Riffle","Upstream from Rt. 613","Spring 2017",1,4,0,0,0,11.82,81.82,93.64,5.76,0,0,18.18,18.18,0,22.9,9.2,62.3,16.35,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOR10198R110","1AHOR005.48",2017-10-12,"Holmes Run","Potomac River","Piedmont Uplands (64c)","Riffle","Upstream from Rt. 613","Fall 2017",1,11,3,22.73,0.9,10.91,30,52.73,5.75,37.08,2.55,70,50,27.27,21.14,68.31,62.57,42.37,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOB9667R110","1ANOB007.97",2017-03-20,"N. Fk. Beaverdam Creek","Potomac River","Piedmont Uplands (64c)","Riffle","Rt. 831","Spring 2017",1,20,11,22.73,9.1,16.36,34.55,50,4.92,37.08,25.54,65.45,90.91,100,31.71,72.25,74.73,62.21,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOB10199R110","1ANOB007.97",2017-09-13,"N. Fk. Beaverdam Creek","Potomac River","Piedmont Uplands (64c)","Riffle","Rt. 831","Fall 2017",1,12,6,23.64,13.6,34.55,20,40,4.7,38.56,38.3,80,54.55,54.55,66.95,86.71,77.94,62.19,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOB10495R110","1ANOB007.97",2017-09-13,"N. Fk. Beaverdam Creek","Potomac River","Piedmont Uplands (64c)","Riffle","Rt. 831","Fall 2017",2,13,7,17.27,8.2,30.91,26.36,50,4.94,28.18,22.98,73.64,59.09,63.64,59.9,72.25,74.47,56.77,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUR9838R110","1AQUR001.96",2017-04-03,"Quarter Branch","Potomac","Piedmont Uplands (64c)","Riffle","Rt. 663 (Quarter Branch Rd.)","Spring 2017",1,14,9,15.45,50.9,8.18,20,48.18,3.12,25.21,100,80,63.64,81.82,15.86,74.88,100,67.68,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUA10463R110","1AQUR001.96",2017-09-13,"Quarter Branch","Potomac","Piedmont Uplands (64c)","Riffle","Rt. 663 (Quarter Branch Rd.)","Fall 2017",1,9,5,5.45,31.8,25.45,7.27,56.36,4.34,8.9,89.38,92.73,40.91,45.45,49.33,63.06,83.29,59.13,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUR11064R110","1AQUR001.96",2018-03-25,"Quarter Branch","Potomac","Piedmont Uplands (64c)","Riffle","Rt. 663 (Quarter Branch Rd.)","Spring 2018",1,14,9,12.73,40,22.73,26.36,41.82,4.13,20.76,100,73.64,63.64,81.82,44.05,84.08,86.36,69.29,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUR11715R110","1AQUR001.96",2018-10-24,"Quarter Branch","Potomac","Piedmont Uplands (64c)","Riffle","Rt. 663 (Quarter Branch Rd.)","Fall 2018",1,14,7,11.82,41.8,11.82,10,53.64,3.79,19.28,100,90,63.64,63.64,22.9,67,91.31,64.72,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRI9839R110","1ATRI001.50",2017-03-13,"Tripps Run","Potomac River","Piedmont Uplands (64c)","Riffle","Rt. 613 (Sleepy Hollow Rd.)","Spring 2017",1,8,1,0,0,0,52.73,80,6.55,0,0,47.27,36.36,9.09,0,28.9,50.8,21.55,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRI10464R110","1ATRI001.50",2017-10-12,"Tripps Run","Potomac River","Piedmont Uplands (64c)","Riffle","Rt. 613 (Sleepy Hollow Rd.)","Fall 2017",1,12,2,2.73,0,2.73,28.18,73.64,6.09,4.45,0,71.82,54.55,18.18,5.29,38.1,57.49,31.23,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLU10727R110","2-BLU004.86",2018-05-16,"Blue Run","James","Piedmont Uplands (64c)","Riffle","S. SR 33 West of Stanardsville High","Spring 2018",1,12,6,32.73,13.6,14.55,27.27,45.45,4.65,53.39,38.3,72.73,54.55,54.55,28.19,78.82,78.74,57.41,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blu11493R110","2-BLU004.86",2018-10-31,"Blue Run","James","Piedmont Uplands (64c)","Riffle","S. SR 33 West of Stanardsville High","Fall 2018",1,11,5,10,5.5,15.45,5.45,70,5.38,16.31,15.32,94.55,50,45.45,29.95,43.35,67.91,45.36,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSH10723R110","2BMSH000.10",2018-07-03,"Marsh Run","James River","Piedmont Uplands (64c)","Riffle","Rt. 641","Fall 2018",1,9,5,16.36,1.8,0.91,45.45,77.27,5.55,26.69,5.11,54.55,40.91,45.45,1.76,32.84,65.37,34.09,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nak11246R110","2BNAK001.37",2018-07-03,"Naked Creek","James River","Piedmont Uplands (64c)","Riffle","~50 m u.s. Co. Rt. 844","Fall 2018",1,17,7,24.55,3.6,14.55,20.91,40.91,5.04,40.04,10.21,79.09,77.27,63.64,28.19,85.39,72.99,57.1,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
